known,known_for_real,prediction,label,accuracy,ood,type1_ood_error,moving_avg
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
True,True,0,0,1.0,1.0,0.0,1.0
False,False,0,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,True,1,1,1.0,1.0,0.0,1.0
True,False,0,2,1.0,0.6666666666666666,0.0,1.0
True,True,0,2,0.9473684210526315,0.6666666666666666,0.0,0.9473684210526315
True,True,2,2,0.95,0.6666666666666666,0.0,0.95
True,True,2,2,0.9523809523809523,0.6666666666666666,0.0,0.9523809523809523
True,True,2,2,0.9545454545454546,0.6666666666666666,0.0,0.9545454545454546
True,True,2,2,0.9565217391304348,0.6666666666666666,0.0,0.9565217391304348
True,True,2,2,0.9583333333333334,0.6666666666666666,0.0,0.9583333333333334
True,True,2,2,0.96,0.6666666666666666,0.0,0.96
True,True,2,2,0.9615384615384616,0.6666666666666666,0.0,0.9615384615384616
True,True,2,2,0.9629629629629629,0.6666666666666666,0.0,0.9629629629629629
True,False,2,3,0.9629629629629629,0.5,0.0,0.9629629629629629
True,True,3,3,0.9642857142857143,0.5,0.0,0.9642857142857143
True,True,3,3,0.9655172413793104,0.5,0.0,0.9655172413793104
True,True,3,3,0.9666666666666667,0.5,0.0,0.9666666666666667
True,True,3,3,0.967741935483871,0.5,0.0,0.967741935483871
True,True,2,3,0.9375,0.5,0.0,0.9375
True,True,3,3,0.9393939393939394,0.5,0.0,0.9393939393939394
True,True,3,3,0.9411764705882353,0.5,0.0,0.9411764705882353
